کد بررسی,دمای هوای اطراف ماشین (کلوین),دمای فرآیند (کلوین),سرعت چرخش اجزای ماشین (دور در دقیقه),گشتاور ماشین (نیوتون متر),مدت زمان سایش ابزار (دقیقه),وضعیت خرابی,نوع خرابی
5477,302.6,312.1,1445,42,181,0,No Failure
5478,302.7,312.1,1763,26.5,184,0,No Failure
5479,302.7,312.2,1611,34.1,186,0,No Failure
5480,302.7,312.1,1564,32.1,188,0,No Failure
5481,302.7,312.1,1478,36,191,0,No Failure
5482,302.6,312,1781,28.5,196,0,No Failure
5483,302.6,312.1,1782,26.8,198,0,No Failure
5484,302.6,312.1,2000,21.9,200,0,No Failure
5485,302.5,312,1826,25.3,203,0,No Failure
5486,302.6,312.1,1344,51,206,0,No Failure
5487,302.6,312.2,1520,43,208,0,No Failure
5488,302.6,312.1,1611,39.9,210,0,No Failure
5489,302.7,312.2,1450,52.1,213,1,Overstrain Failure
5490,302.6,312.1,1499,35,215,0,Random Failures
5491,302.6,312.1,1288,68.5,0,1,Power Failure
5492,302.7,312.2,1350,58.6,2,0,No Failure
5493,302.9,312.4,1334,50.9,5,0,No Failure
5494,302.8,312.4,1376,57.1,8,0,No Failure
5495,302.8,312.4,1368,49.5,10,0,No Failure
5496,302.9,312.5,1357,55,12,0,Random Failures
5497,302.9,312.5,1924,24,17,0,No Failure
5498,302.9,312.5,1551,40,20,0,No Failure
5499,302.9,312.5,1903,21.2,23,0,No Failure
5500,302.9,312.3,1417,48.7,26,0,No Failure
5501,302.7,312.1,1601,35.2,31,0,No Failure
5502,302.7,312.1,1543,37.5,33,0,No Failure
5503,302.6,312.1,1439,52.3,35,0,No Failure
5504,302.6,312,1657,29.3,37,0,No Failure
5505,302.8,312.2,1458,51,42,0,No Failure
5506,302.8,312.2,1746,27.4,44,0,No Failure
5507,302.9,312.2,1677,30.5,46,0,No Failure
5508,302.8,312.1,1520,39.9,48,0,No Failure
5509,302.9,312.2,1367,55.1,50,0,No Failure
5510,302.8,312.2,1509,36.5,52,0,Random Failures
5511,302.8,312.1,1418,51.4,54,0,No Failure
5512,302.8,312.1,1958,20.3,56,0,No Failure
5513,302.8,312.2,1682,30.9,58,0,No Failure
5514,302.8,312.2,1452,50.3,60,0,No Failure
5515,302.7,312,1828,24,63,0,No Failure
5516,302.7,312,1484,41.5,65,0,No Failure
5517,302.6,312,1674,32.2,70,0,No Failure
5518,302.6,311.9,1448,49.5,72,0,No Failure
5519,302.5,311.8,2023,19.1,74,0,No Failure
5520,302.5,311.9,1452,47.4,77,0,No Failure
5521,302.6,312,1496,45,79,0,No Failure
5522,302.6,311.9,1397,46.9,82,0,No Failure
5523,302.6,311.9,1453,39.1,84,0,No Failure
5524,302.5,311.9,1524,34.8,86,0,No Failure
5525,302.6,311.9,1633,30.9,89,0,No Failure
5526,302.6,312,1363,45.7,91,0,No Failure
5527,302.5,311.9,1520,44.9,94,0,No Failure
5528,302.5,311.9,1532,38.8,96,0,No Failure
5529,302.4,311.8,1384,50.9,99,0,No Failure
5530,302.4,311.8,1539,39.9,101,0,No Failure
5531,302.3,311.8,1355,50.1,104,0,No Failure
5532,302.3,311.7,1504,37.3,107,0,No Failure
5533,302.4,311.8,1476,46.6,110,0,No Failure
5534,302.4,311.7,1721,26.9,112,0,No Failure
5535,302.3,311.7,1494,37.1,114,0,No Failure
5536,302.3,311.7,1465,43.5,117,0,No Failure
5537,302.3,311.8,1363,54,119,1,No Failure
5538,302.4,311.8,1648,30,122,0,No Failure
5539,302.3,311.8,1879,23,124,0,No Failure
5540,302.3,311.7,1482,39,127,0,No Failure
5541,302.4,311.8,1493,38.4,132,0,No Failure
5542,302.4,311.8,1433,42.2,134,0,No Failure
5543,302.3,311.7,1400,41.6,136,0,No Failure
5544,302.4,311.8,1255,59,138,0,No Failure
5545,302.2,311.7,1471,45.6,140,0,No Failure
5546,302.2,311.6,1357,44.2,142,0,No Failure
5547,302.3,311.7,1453,41.2,147,0,No Failure
5548,302.3,311.7,1540,28.9,149,0,No Failure
5549,302.3,311.8,1605,35.2,152,0,No Failure
5550,302.3,311.9,1374,52.4,154,0,No Failure
5551,302.3,311.9,1508,42.3,159,0,No Failure
5552,302.4,311.9,1366,47.3,162,0,No Failure
5553,302.5,312,1579,35.7,167,0,No Failure
5554,302.5,311.9,1306,59.7,172,0,Random Failures
5555,302.5,312,1521,40.2,174,0,No Failure
5556,302.5,312,1411,44.2,177,0,No Failure
5557,302.5,312,1357,42,179,0,No Failure
5558,302.5,312,1436,43.5,184,0,No Failure
5559,302.5,311.9,1553,40.1,187,0,No Failure
5560,302.5,312,1451,43.2,189,0,No Failure
5561,302.4,311.9,1541,37.9,192,0,No Failure
5562,302.3,311.7,1341,46.3,194,0,No Failure
5563,302.3,311.7,1648,32.1,197,0,No Failure
5564,302.3,311.7,1640,31.5,199,0,No Failure
5565,302.4,311.8,1416,46.1,202,0,No Failure
5566,302.4,311.9,1671,29.9,204,0,No Failure
5567,302.4,312,1457,45.5,206,0,No Failure
5568,302.5,312,1445,54.8,0,0,No Failure
5569,302.5,312.1,1534,38.6,3,0,No Failure
5570,302.4,312,1508,36.9,5,0,No Failure
5571,302.4,312.1,1492,47.7,7,0,No Failure
5572,302.4,312,1562,37.9,10,0,No Failure
5573,302.4,312,1545,36.4,12,0,No Failure
5574,302.5,312.2,1738,25.3,14,0,No Failure
5575,302.4,312,1305,49.1,16,0,No Failure
5576,302.4,312,1477,39.7,18,0,No Failure
5577,302.4,312,1457,43.4,23,0,No Failure
5578,302.4,312.1,1455,40.4,28,0,No Failure
5579,302.5,312.2,1574,38.7,30,0,No Failure
5580,302.6,312.2,1695,27.1,32,0,No Failure
5581,302.6,312.2,1458,38.8,34,0,No Failure
5582,302.5,312.1,1454,47.6,37,0,No Failure
5583,302.5,312,2052,18.9,40,0,No Failure
5584,302.5,312,1673,29.9,42,0,No Failure
5585,302.4,311.9,1578,29.9,44,0,No Failure
5586,302.5,312,1642,29.1,46,0,No Failure
5587,302.4,311.8,1557,31.5,49,0,No Failure
5588,302.5,311.9,1481,42.9,52,0,No Failure
5589,302.5,311.8,1566,37.6,54,0,No Failure
5590,302.5,311.9,1298,57.5,57,0,No Failure
5591,302.5,311.9,1340,59.4,60,0,No Failure
5592,302.5,312,1574,33.8,63,0,No Failure
5593,302.5,311.9,1437,46.7,65,0,No Failure
5594,302.6,311.9,1354,48,67,0,No Failure
5595,302.6,311.9,1598,35.5,69,0,No Failure
5596,302.7,312,1944,21.4,71,0,No Failure
5597,302.7,312,1538,36.7,74,0,No Failure
5598,302.7,312,1501,37,77,0,No Failure
5599,302.8,312.1,1441,52.1,79,0,No Failure
5600,302.7,312,1652,31,81,0,No Failure
5601,302.8,312.1,1487,36.6,84,0,No Failure
5602,302.9,312.2,1605,33.9,86,0,No Failure
5603,302.9,312.1,1334,54.7,88,0,No Failure
5604,302.9,312.2,1340,57.8,90,0,No Failure
5605,302.9,312.2,1513,37.8,92,0,No Failure
5606,302.9,312.2,1510,41.4,94,0,No Failure
5607,302.9,312.2,1729,23.6,96,0,No Failure
5608,302.9,312.2,1745,25.5,98,0,No Failure
5609,303.1,312.3,1623,31.6,101,0,No Failure
5610,303.1,312.4,1378,50.1,104,0,No Failure
5611,303.1,312.4,1407,41.2,107,0,No Failure
5612,303,312.3,1674,29.5,109,0,No Failure
5613,303,312.3,1486,42.4,112,0,No Failure
5614,303,312.3,1483,38.8,114,0,No Failure
5615,303,312.2,1624,28.8,117,0,No Failure
5616,303,312.2,1257,71.3,122,1,Power Failure
5617,303,312.3,1480,41.4,125,0,No Failure
5618,303.1,312.4,1404,61.5,127,1,Power Failure
5619,303,312.4,1645,29.6,129,0,No Failure
5620,303,312.3,1932,21.9,132,0,No Failure
5621,303,312.3,1533,38.5,134,0,No Failure
5622,302.9,312.2,1292,54.4,136,0,No Failure
5623,302.9,312.2,1571,40.6,139,0,No Failure
5624,302.9,312.3,1578,36.3,141,0,No Failure
5625,302.8,312.2,1469,36.9,143,0,No Failure
5626,302.7,312.1,1728,24.4,146,0,No Failure
5627,302.7,312.1,1603,32.5,148,0,No Failure
5628,302.7,312.1,1597,39.8,153,0,No Failure
5629,302.7,312.1,1688,32,155,0,No Failure
5630,302.7,312.2,1405,51.4,157,0,No Failure
5631,302.8,312.2,1615,32.9,159,0,No Failure
5632,302.8,312.2,1515,36.8,162,0,No Failure
5633,302.7,312.2,1376,52.8,164,0,No Failure
5634,302.7,312.2,1447,47.5,166,0,No Failure
5635,302.6,312.2,1353,56.5,168,0,No Failure
5636,302.6,312.1,1502,47.3,171,0,No Failure
5637,302.6,312,1447,45.5,173,0,No Failure
5638,302.5,312,1487,46.1,175,0,No Failure
5639,302.6,312.1,1519,38.1,178,0,No Failure
5640,302.6,312.1,1668,28.7,180,0,Random Failures
5641,302.6,312.1,1420,51.6,182,0,No Failure
5642,302.6,312.1,1473,37.3,184,0,No Failure
5643,302.5,312,1495,38.8,186,0,No Failure
5644,302.5,312,1574,42,188,0,No Failure
5645,302.5,312,1383,51.3,190,0,No Failure
5646,302.5,312,1591,29.4,192,0,No Failure
5647,302.4,311.8,1644,37.2,195,0,No Failure
5648,302.5,311.8,2370,14.7,198,0,No Failure
5649,302.5,311.9,1401,44.9,203,0,No Failure
5650,302.5,311.9,1414,51.6,205,0,No Failure
5651,302.5,312,1456,46.3,208,0,No Failure
5652,302.5,312,1447,45.7,210,0,No Failure
5653,302.4,311.8,1727,26.5,213,0,No Failure
5654,302.4,311.7,1495,36.8,215,0,No Failure
5655,302.3,311.6,1544,34.3,0,0,No Failure
5656,302.3,311.5,1387,47.3,2,0,No Failure
5657,302.3,311.5,1316,47.2,4,0,No Failure
5658,302.3,311.5,1794,26.1,7,0,No Failure
5659,302.2,311.4,1372,55.1,9,0,No Failure
5660,302.3,311.5,1674,30,12,0,No Failure
5661,302.2,311.4,1477,41.7,15,0,No Failure
5662,302.2,311.4,1397,53,17,0,No Failure
5663,302.2,311.5,1616,34,19,0,No Failure
5664,302.3,311.5,1530,42.3,21,0,No Failure
5665,302.2,311.4,1539,35.1,24,0,No Failure
5666,302.3,311.4,1845,21.9,27,0,No Failure
5667,302.2,311.4,1430,43.1,29,0,No Failure
5668,302.2,311.4,2080,19.2,31,0,No Failure
5669,302.2,311.4,1432,45.3,33,0,No Failure
5670,302.2,311.5,1479,39.5,36,0,No Failure
5671,302.2,311.5,1424,45.2,39,0,No Failure
5672,302.2,311.6,1534,37.2,41,0,No Failure
5673,302.1,311.6,1701,26.2,46,0,No Failure
5674,302.2,311.6,1462,50,51,0,No Failure
5675,302.2,311.7,1393,42.5,53,0,No Failure
5676,302.3,311.7,1453,42.5,56,0,No Failure
5677,302.3,311.8,1565,37.8,59,0,No Failure
5678,302.3,311.8,1281,51.7,61,0,No Failure
5679,302.2,311.7,1584,36.2,63,0,No Failure
5680,302.2,311.7,1466,49,66,0,No Failure
5681,302.2,311.6,1386,50.5,69,0,No Failure
5682,302.2,311.6,1383,44.3,72,0,No Failure
5683,302.3,311.6,1441,53.9,74,0,No Failure
5684,302.2,311.6,1592,37.7,79,0,No Failure
5685,302.2,311.6,1594,36.8,82,0,No Failure
5686,302.2,311.5,1482,45.6,87,0,No Failure
5687,302.2,311.6,1658,31.4,89,0,No Failure
5688,302.3,311.7,2170,18.2,91,0,No Failure
5689,302.3,311.7,1423,44.6,93,0,No Failure
5690,302.4,311.8,1543,31.1,96,0,No Failure
5691,302.3,311.8,1435,44.8,98,0,No Failure
5692,302.4,311.8,1320,56.4,100,0,No Failure
5693,302.4,311.9,1313,55.7,102,0,No Failure
5694,302.4,311.8,1453,42.1,105,0,No Failure
5695,302.4,311.8,1508,45.7,108,0,No Failure
5696,302.4,311.8,1451,42,110,0,No Failure
5697,302.5,311.9,1595,34.6,112,0,No Failure
5698,302.5,311.9,1354,49.4,117,0,No Failure
5699,302.5,311.9,1265,59.8,119,0,No Failure
5700,302.4,311.9,1867,25.9,121,0,No Failure
5701,302.5,311.9,1497,41.6,123,0,No Failure
5702,302.5,311.9,1347,54.3,125,0,No Failure
5703,302.3,311.7,1544,43.2,128,0,No Failure
5704,302.3,311.7,1456,45.4,130,0,No Failure
5705,302.5,311.8,1335,52.7,135,0,No Failure
5706,302.4,311.9,1452,43.1,137,0,No Failure
5707,302.4,311.9,1290,70,139,1,Power Failure
5708,302.4,311.8,1448,43.4,141,0,No Failure
5709,302.3,311.7,1611,38.6,143,0,No Failure
5710,302.2,311.7,1556,38.6,145,0,No Failure
5711,302.2,311.7,1413,46.5,147,0,No Failure
5712,302.2,311.6,1545,35.9,152,0,No Failure
5713,302.2,311.7,1330,54.6,154,0,No Failure
5714,302.2,311.9,1596,38,156,0,No Failure
5715,302.2,311.8,1618,36,158,0,No Failure
5716,302.2,311.9,1597,35.8,160,0,No Failure
5717,302.3,312,1354,52.2,165,0,No Failure
5718,302.3,312,1746,28.1,167,0,No Failure
5719,302.4,312,1621,32.5,169,0,No Failure
5720,302.3,312,1398,43.3,171,0,No Failure
5721,302.3,311.9,1434,51.9,173,0,No Failure
5722,302.3,311.8,1443,43.4,175,0,No Failure
5723,302.2,311.7,1488,44.6,178,0,No Failure
5724,302.3,311.8,1475,48,180,0,No Failure
5725,302.3,311.8,1433,50.3,183,0,No Failure
5726,302.3,311.8,1557,34.1,185,0,No Failure
5727,302.4,311.9,1398,50.1,188,0,No Failure
5728,302.3,311.8,1559,34.4,191,0,No Failure
5729,302.4,311.9,1422,46.4,194,0,No Failure
5730,302.3,311.8,1463,35.7,197,0,No Failure
5731,302.3,311.7,1793,25.3,200,0,No Failure
5732,302.2,311.6,1872,20.4,202,0,No Failure
5733,302.2,311.7,1412,44.5,204,0,No Failure
5734,302.3,311.8,1487,43.2,206,0,No Failure
5735,302.3,311.8,1369,56.2,208,1,Overstrain Failure
5736,302.4,311.8,1673,30.1,210,0,No Failure
5737,302.4,311.9,1439,36.6,212,0,No Failure
5738,302.3,311.8,1574,42.8,215,0,No Failure
5739,302.3,311.7,1281,48.8,0,0,No Failure
5740,302.2,311.7,1653,31.4,2,0,No Failure
5741,302.3,311.7,1535,38.3,5,0,No Failure
5742,302.3,311.7,1483,40.5,8,0,No Failure
5743,302.3,311.7,1414,47,11,0,No Failure
5744,302.2,311.6,1379,42.9,13,0,No Failure
5745,302.2,311.5,1482,42.6,16,0,No Failure
5746,302.1,311.5,1987,20.1,21,0,No Failure
5747,302.1,311.5,1635,31.6,23,0,No Failure
5748,302.1,311.5,1533,39.4,26,0,No Failure
5749,302.2,311.7,1576,34,28,0,No Failure
5750,302.2,311.8,1330,62.4,31,0,No Failure
5751,302.2,311.8,1981,21.8,36,0,No Failure
5752,302.3,311.8,1475,42.8,38,0,No Failure
5753,302.3,311.8,1804,25,43,0,No Failure
5754,302.2,311.6,1416,54.1,48,0,No Failure
5755,302.1,311.5,1727,27.7,50,0,No Failure
5756,302.1,311.4,1391,49.2,52,0,No Failure
5757,302,311.5,1366,52.3,54,0,No Failure
5758,301.9,311.3,1366,55.6,57,0,No Failure
5759,301.9,311.3,1501,40.8,59,0,No Failure
5760,301.8,311.3,1551,35.8,61,0,No Failure
5761,301.9,311.3,1522,35.6,63,0,No Failure
5762,301.9,311.2,1369,49.8,66,0,No Failure
5763,301.8,311.2,1334,52.3,68,0,No Failure
5764,301.8,311.2,1451,39.4,70,0,No Failure
5765,301.7,311.2,1589,37.9,75,0,No Failure
5766,301.7,311.3,1708,30.5,77,0,No Failure
5767,301.7,311.2,1413,42.6,79,0,No Failure
5768,301.6,311.2,1415,46.5,82,0,No Failure
5769,301.7,311.3,1421,45.9,85,0,No Failure
5770,301.7,311.3,1348,51,87,0,No Failure
5771,301.6,311.2,1408,42.9,89,0,No Failure
5772,301.6,311.2,1525,43.7,91,0,No Failure
5773,301.6,311.3,1706,29.9,93,0,No Failure
5774,301.6,311.2,1395,46.8,95,0,No Failure
5775,301.5,311.1,1602,34.3,100,0,No Failure
5776,301.6,311.1,1907,21.5,102,0,No Failure
5777,301.6,311.1,1325,49.2,104,0,No Failure
5778,301.6,311.1,1408,44.4,106,0,No Failure
5779,301.7,311.1,1489,41.4,108,0,No Failure
5780,301.6,311.1,1680,29.2,111,0,No Failure
5781,301.7,311.2,1517,42.4,113,0,No Failure
5782,301.7,311.1,1618,36.7,115,0,No Failure
5783,301.7,311.1,1455,39.8,118,0,No Failure
5784,301.8,311.1,1543,36.4,120,0,No Failure
5785,301.8,311.1,1399,41.8,125,0,No Failure
5786,301.7,311.1,1469,37.2,128,0,No Failure
5787,301.7,311.2,1521,36.7,130,0,No Failure
5788,301.7,311.3,1584,38.8,132,0,No Failure
5789,301.8,311.5,1443,43.3,134,0,No Failure
5790,301.8,311.5,1416,49,136,0,No Failure
5791,301.7,311.2,1563,34.5,139,0,No Failure
5792,301.8,311.3,1542,40.1,142,0,No Failure
5793,301.8,311.3,1624,31.6,145,0,No Failure
5794,301.8,311.3,1471,44.2,148,0,No Failure
5795,301.9,311.5,1492,40.8,150,0,No Failure
5796,301.9,311.4,1465,39.9,153,0,No Failure
5797,301.7,311.1,1399,55.1,156,0,No Failure
5798,301.6,311,1431,42.6,158,0,No Failure
5799,301.5,310.9,1600,39,160,0,No Failure
5800,301.5,310.8,1593,34.5,162,0,No Failure
5801,301.5,310.9,1469,44.7,164,0,No Failure
5802,301.5,310.8,1413,44.6,166,0,No Failure
5803,301.4,310.8,1490,38,168,0,No Failure
5804,301.5,310.9,1671,31.1,170,0,No Failure
5805,301.5,310.9,1365,46.5,172,0,No Failure
5806,301.4,310.9,1557,39.3,174,0,No Failure
5807,301.4,310.9,1440,45.4,177,0,No Failure
5808,301.4,310.9,1489,38.9,179,0,No Failure
5809,301.4,311,1733,25.7,182,0,No Failure
5810,301.3,311,1580,36.6,184,0,No Failure
5811,301.3,311,1856,21.9,189,0,No Failure
5812,301.3,311.1,1454,40.3,191,0,No Failure
5813,301.4,311.1,1495,36.3,193,0,No Failure
5814,301.2,311,1761,29.1,195,0,No Failure
5815,301.3,311,1402,47.5,197,0,No Failure
5816,301.2,311,1670,33,200,0,No Failure
5817,301.3,311,1582,35.6,202,0,No Failure
5818,301.3,311,1542,35.1,204,0,No Failure
5819,301.3,311,1539,36.9,206,0,No Failure
5820,301.3,311,1418,41.9,208,0,No Failure
5821,301.3,311.1,1723,27.6,210,0,No Failure
5822,301.3,311.1,1303,49.2,212,0,No Failure
5823,301.3,311,1463,50.2,214,0,No Failure
5824,301.2,311,1544,39.3,217,0,No Failure
5825,301.2,311,1596,37.2,219,0,No Failure
5826,301.3,311.1,1413,42,221,0,No Failure
5827,301.3,311.1,1492,41.2,223,0,No Failure
5828,301.3,311.1,1624,40.9,0,0,No Failure
5829,301.3,311.1,1504,39.1,2,0,No Failure
5830,301.2,311.1,1574,34.3,4,0,No Failure
5831,301.3,311.2,1438,42.4,7,0,No Failure
5832,301.3,311.3,1474,50.7,10,0,No Failure
5833,301.3,311.2,1675,32.1,12,0,No Failure
5834,301.3,311.2,1457,44.5,14,0,No Failure
5835,301.3,311.3,1434,49.8,16,0,No Failure
5836,301.3,311.2,1668,30.1,18,0,No Failure
5837,301.2,311.1,1550,39.7,20,0,No Failure
5838,301.3,311.1,1834,25.4,22,0,No Failure
5839,301.4,311.2,1476,36.5,25,0,No Failure
5840,301.4,311.2,1541,36.3,28,0,No Failure
5841,301.3,311.1,1581,30.9,31,0,No Failure
5842,301.3,311.1,1678,30.7,34,0,No Failure
5843,301.4,311.2,1355,50.6,37,0,No Failure
5844,301.5,311.2,1700,28.8,39,0,No Failure
5845,301.4,311.1,1462,37.1,41,0,No Failure
5846,301.4,311.2,1727,26.5,43,0,No Failure
5847,301.4,311.3,1674,33.3,46,0,No Failure
5848,301.4,311.3,1397,42.3,48,0,No Failure
5849,301.4,311.3,2323,15.9,50,0,No Failure
5850,301.4,311.2,1434,47.6,52,0,No Failure
5851,301.3,311.1,1560,35.3,55,0,No Failure
5852,301.2,311,1573,32.8,57,0,No Failure
5853,301.2,310.9,1798,22.3,59,0,No Failure
5854,301.2,311,1567,35.1,64,0,No Failure
5855,301.2,310.9,1416,53.3,66,0,No Failure
5856,301.2,310.9,1424,45.2,68,0,No Failure
5857,301.2,310.9,1598,35.9,71,0,No Failure
5858,301.3,310.9,1760,23.9,76,0,No Failure
5859,301.3,311,1348,44.5,78,0,No Failure
5860,301.3,311,1542,33.6,80,0,No Failure
5861,301.3,310.9,1566,33.1,82,0,No Failure
5862,301.3,311,1554,47.7,84,0,No Failure
5863,301.4,311,1470,40.6,86,0,No Failure
5864,301.4,311.1,1758,25.4,88,0,No Failure
5865,301.4,311,1486,36.5,91,0,No Failure
5866,301.5,311.1,1402,40,94,0,No Failure
5867,301.5,311.1,1459,45.1,97,0,No Failure
5868,301.5,311,1494,45.3,99,0,No Failure
5869,301.5,311.1,1731,27.9,101,0,No Failure
5870,301.5,311.1,2076,18.7,103,0,No Failure
5871,301.5,311.1,2055,16.8,105,0,No Failure
5872,301.5,311.1,1469,49.5,107,0,No Failure
5873,301.5,311,1504,42.6,109,0,No Failure
5874,301.5,311.1,1396,43.5,112,0,No Failure
5875,301.5,311.1,1660,33.8,115,0,No Failure
5876,301.5,311,1577,39.7,118,0,No Failure
5877,301.5,311.1,1426,52.1,121,0,No Failure
5878,301.5,311.1,1458,41.4,123,0,No Failure
5879,301.4,311,1533,45.8,125,0,No Failure
5880,301.4,311,1701,28.4,127,0,No Failure
5881,301.5,311.1,1434,49.6,129,0,No Failure
5882,301.4,311.1,1952,22.7,131,0,No Failure
5883,301.4,311.1,1469,36.9,133,0,No Failure
5884,301.4,311.1,1800,26,135,0,No Failure
5885,301.3,311.1,1438,43,137,0,No Failure
5886,301.3,311.1,1647,28.2,140,0,No Failure
5887,301.4,311.1,1494,41.9,142,0,No Failure
5888,301.4,311.1,1445,41.4,144,0,No Failure
5889,301.5,311.1,1507,38.6,149,0,No Failure
5890,301.4,311,1234,55.8,152,0,No Failure
5891,301.4,311,1634,32.6,155,0,No Failure
5892,301.4,311,1334,53.3,157,0,No Failure
5893,301.4,311.1,1472,44.5,159,0,No Failure
5894,301.3,311,1410,52.7,161,0,No Failure
5895,301.2,310.9,1597,37.9,164,0,No Failure
5896,301.2,310.9,1460,46.7,166,0,No Failure
5897,301.1,310.8,1274,55.7,169,0,No Failure
5898,301,310.7,1517,40.2,171,0,No Failure
5899,301,310.7,1300,57.2,174,0,No Failure
5900,300.9,310.6,1686,27.7,176,0,No Failure
5901,300.9,310.7,1485,41,181,0,No Failure
5902,301,310.7,1464,45.8,184,0,No Failure
5903,300.9,310.6,1598,35.4,186,0,No Failure
5904,300.9,310.5,1894,21.9,188,0,No Failure
5905,300.8,310.5,1330,59,190,0,No Failure
5906,300.8,310.5,1582,31.1,193,0,No Failure
5907,300.7,310.3,1533,35.6,198,0,No Failure
5908,300.8,310.4,1419,46.4,200,0,No Failure
5909,300.8,310.3,1526,36.3,205,0,No Failure
5910,300.7,310.2,1364,65.3,208,1,Power Failure
5911,300.8,310.3,1458,43.4,0,0,No Failure
5912,300.8,310.4,1288,64,3,0,No Failure
5913,300.7,310.3,1659,29.8,6,0,No Failure
5914,300.7,310.2,1479,52.3,9,0,No Failure
5915,300.7,310.3,1592,36,14,0,No Failure
5916,300.6,310.2,1532,38.7,16,0,No Failure
5917,300.6,310.2,1555,41.9,19,0,No Failure
5918,300.6,310.2,1341,52.6,21,0,No Failure
5919,300.6,310.1,1541,42,23,0,No Failure
5920,300.6,310.3,1414,50.6,25,0,No Failure
5921,300.5,310.2,1764,25.9,27,0,No Failure
5922,300.5,310.3,1336,57.1,29,0,No Failure
5923,300.5,310.3,1435,43.3,31,0,No Failure
5924,300.4,310.3,1537,35,33,0,No Failure
5925,300.3,310.2,1369,48.8,36,0,No Failure
5926,300.2,310.1,1619,31.3,38,0,No Failure
5927,300.2,310.1,1440,51.1,41,0,No Failure
5928,300.2,310.1,1649,30.5,43,0,No Failure
5929,300.2,310.1,1550,38.7,45,0,No Failure
5930,300.3,310.2,1471,45.2,48,0,No Failure
5931,300.3,310.3,1483,51.6,50,0,No Failure
5932,300.3,310.4,1336,54.4,52,0,No Failure
5933,300.5,310.5,1515,36.6,54,0,No Failure
5934,300.5,310.5,1373,47.4,56,0,No Failure
5935,300.6,310.5,1454,51.2,58,0,No Failure
5936,300.5,310.5,1646,34.5,63,0,No Failure
5937,300.5,310.4,1548,37.3,65,0,No Failure
5938,300.6,310.5,1462,41.3,68,0,No Failure
5939,300.5,310.4,1702,33.1,71,0,No Failure
5940,300.5,310.5,1409,60.9,73,0,No Failure
5941,300.6,310.6,1427,52.8,75,0,No Failure
5942,300.6,310.7,1438,48.5,78,1,No Failure
5943,300.7,310.7,1450,43.4,80,0,No Failure
5944,300.7,310.7,1541,41.3,82,0,No Failure
5945,300.7,310.6,1484,38,84,0,No Failure
5946,300.8,310.8,1415,44.5,87,0,No Failure
5947,300.7,310.8,1496,46.4,90,0,No Failure
5948,300.7,310.8,1465,45.2,92,0,No Failure
5949,300.7,310.8,2113,18.5,95,0,No Failure
5950,300.7,310.8,1506,44,97,0,No Failure
5951,300.7,310.8,1689,28.9,100,0,No Failure
5952,300.7,310.9,1650,29.4,102,0,No Failure
5953,300.7,310.8,1563,33.8,104,0,No Failure
5954,300.7,310.9,1486,38.9,106,0,No Failure
5955,300.8,310.9,1732,25.7,109,0,No Failure
5956,300.7,310.8,1653,31.6,111,0,No Failure
5957,300.7,310.9,1535,37.1,113,0,No Failure
5958,300.7,310.9,1637,37.2,115,0,No Failure
5959,300.6,310.8,1533,38.5,117,0,No Failure
5960,300.6,310.8,1378,51.2,119,0,No Failure
5961,300.5,310.7,1606,33.5,121,0,No Failure
5962,300.3,310.7,1539,32.3,123,0,No Failure
5963,300.5,310.8,1728,26.3,125,0,No Failure
5964,300.4,310.7,1656,36.3,127,0,No Failure
5965,300.5,310.8,1631,30.5,132,0,No Failure
5966,300.5,310.9,1447,46.5,137,0,No Failure
5967,300.4,310.8,1396,49.3,142,0,No Failure
5968,300.4,310.8,1390,52.5,144,0,No Failure
5969,300.4,310.8,1348,56,146,0,No Failure
5970,300.4,310.8,1491,35.9,148,0,No Failure
5971,300.4,310.8,1520,37.6,151,0,No Failure
5972,300.5,310.8,1509,33,153,0,No Failure
5973,300.5,310.8,1445,46.6,155,0,No Failure
5974,300.5,310.8,1354,51.8,157,0,No Failure
